id,cd_sig,code_10km,id_gps_data,id_device,gps_date,ttf,temperature,sat_number,hdop,latitude,longitude,altitude,dimension,accurate
3801,1kmL93E1051N6346,E1051N6346,"38358","6",2022/07/19 18:00:00,,"16",,,44.1263733,7.3925367,"2952",,vrai
3801,1kmL93E1051N6346,E1051N6346,"38334","6",2022/07/19 16:00:00,,"19",,,44.126455,7.3929733,"2925",,vrai
3801,1kmL93E1051N6346,E1051N6346,"38333","6",2022/07/19 14:00:00,,"20",,,44.1264983,7.3929983,"2936",,vrai
3801,1kmL93E1051N6346,E1051N6346,"38332","6",2022/07/19 12:00:00,,"19",,,44.1264467,7.3929567,"2948",,vrai
3801,1kmL93E1051N6346,E1051N6346,"38348","3",2022/07/19 12:00:00,,"17",,,44.129995,7.3886483,"2748",,vrai
3801,1kmL93E1051N6346,E1051N6346,"38331","6",2022/07/19 10:00:00,,"24",,,44.12517,7.3924767,"2939",,vrai
3801,1kmL93E1051N6346,E1051N6346,"37171","9",2022/06/30 12:00:00,,"19",,,44.1251833,7.3980017,"2587",,vrai
3801,1kmL93E1051N6346,E1051N6346,"20819","5",2021/10/30 04:00:00,,"7",,,44.132495,7.3905483,"99",,vrai
3801,1kmL93E1051N6346,E1051N6346,"17863","6",2021/09/13 00:00:00,,"10",,,44.1254667,7.3997483,"2901",,vrai
3801,1kmL93E1051N6346,E1051N6346,"17128","5",2021/08/31 12:00:00,,"11",,,44.1257683,7.39067,"2942",,vrai
3801,1kmL93E1051N6346,E1051N6346,"16144","5",2021/08/21 06:00:00,,"19",,,44.13164,7.3892067,"2694",,vrai
3801,1kmL93E1051N6346,E1051N6346,"15878","5",2021/08/20 12:00:00,,"15",,,44.130665,7.3886033,"2741",,vrai
3801,1kmL93E1051N6346,E1051N6346,"15631","3",2021/08/13 12:00:00,,"16",,,44.1253717,7.3929567,"2971",,vrai
3801,1kmL93E1051N6346,E1051N6346,"15391","3",2021/08/12 06:00:00,,"19",,,44.1290733,7.38884,"2800",,vrai
3801,1kmL93E1051N6346,E1051N6346,"15265","10",2021/08/10 12:00:00,,"14",,,44.1264933,7.4005567,"2861",,vrai
3801,1kmL93E1051N6346,E1051N6346,"13918","13",2021/07/20 12:00:00,,"23",,,44.1290683,7.3894683,"2743",,vrai
3801,1kmL93E1051N6346,E1051N6346,"13917","13",2021/07/20 06:00:00,,"18",,,44.1326767,7.3931717,"2536",,vrai
3801,1kmL93E1051N6346,E1051N6346,"13913","13",2021/07/19 00:00:00,,"21",,,44.1336783,7.4008783,"2402",,vrai
3801,1kmL93E1051N6346,E1051N6346,"13912","13",2021/07/18 18:00:00,,"15",,,44.13402,7.3923583,"2529",,vrai
3801,1kmL93E1051N6346,E1051N6346,"13783","13",2021/07/18 12:00:00,,"20",,,44.1300733,7.3925117,"2659",,vrai
3801,1kmL93E1051N6346,E1051N6346,"13782","13",2021/07/18 06:00:00,,"18",,,44.130905,7.392435,"2624",,vrai
3801,1kmL93E1051N6346,E1051N6346,"13652","13",2021/07/15 12:00:00,,"17",,,44.1261017,7.3955383,"2841",,vrai
3801,1kmL93E1051N6346,E1051N6346,"13622","6",2021/07/14 18:00:00,,"10",,,44.1284517,7.4005133,"2714",,vrai
3801,1kmL93E1051N6346,E1051N6346,"13449","6",2021/07/13 06:00:00,,"18",,,44.1312367,7.3888483,"2719",,vrai
3801,1kmL93E1051N6346,E1051N6346,"11773","4",2021/06/16 06:00:00,,"15",,,44.1252733,7.39044,"2789",,vrai
3802,1kmL93E1051N6347,E1051N6347,"44183","14",2022/11/20 12:00:00,,"11",,,44.1420333,7.393465,"2378",,vrai
3802,1kmL93E1051N6347,E1051N6347,"40093","6",2022/08/14 14:00:00,,"14",,,44.1378917,7.4011,"101",,vrai
3802,1kmL93E1051N6347,E1051N6347,"39861","9",2022/08/09 18:00:00,,"16",,,44.1342517,7.390085,"2654",,vrai
3802,1kmL93E1051N6347,E1051N6347,"13919","13",2021/07/20 18:00:00,,"18",,,44.13393,7.3974683,"2406",,vrai
3802,1kmL93E1051N6347,E1051N6347,"13916","13",2021/07/20 00:00:00,,"21",,,44.1388117,7.3916667,"2559",,vrai
3802,1kmL93E1051N6347,E1051N6347,"13914","13",2021/07/19 06:00:00,,"15",,,44.1344033,7.40022,"2362",,vrai
3802,1kmL93E1051N6347,E1051N6347,"13720","1",2021/07/16 12:00:00,,"14",,,44.1364883,7.3906383,"2672",,vrai
3802,1kmL93E1051N6347,E1051N6347,"13728","11",2021/07/16 12:00:00,,"8",,,44.134555,7.3895,"2554",,vrai
3802,1kmL93E1051N6347,E1051N6347,"13718","1",2021/07/16 00:00:00,,"17",,,44.138055,7.392045,"2589",,vrai
3802,1kmL93E1051N6347,E1051N6347,"13570","1",2021/07/15 12:00:00,,"16",,,44.134535,7.3895617,"2598",,vrai
3802,1kmL93E1051N6347,E1051N6347,"13447","6",2021/07/12 18:00:00,,"16",,,44.13637,7.389905,"2595",,vrai
3802,1kmL93E1051N6347,E1051N6347,"13446","6",2021/07/12 06:00:00,,"19",,,44.137285,7.3936083,"2413",,vrai
3802,1kmL93E1051N6347,E1051N6347,"11732","11",2021/06/15 06:00:00,,"17",,,44.138885,7.398215,"2139",,vrai
3802,1kmL93E1051N6347,E1051N6347,"11198","10",2021/06/06 18:00:00,,"8",,,44.13613,7.393205,"2466",,vrai
3803,1kmL93E1051N6348,E1051N6348,"13781","13",2021/07/18 00:00:00,,"18",,,44.1431033,7.3954417,"2231",,vrai
3804,1kmL93E1051N6349,E1051N6349,"35728","13",2022/06/02 08:00:00,,"18",,,44.1604117,7.4032367,"1574",,vrai
3805,1kmL93E1051N6350,E1051N6350,"34006","13",2022/05/31 14:00:00,,"15",,,44.161045,7.4030717,"1505",,vrai
3805,1kmL93E1051N6350,E1051N6350,"34246","14",2022/05/09 15:00:00,,"24",,,44.1683117,7.4026867,"1553",,vrai
3805,1kmL93E1051N6350,E1051N6350,"22800","14",2021/12/04 12:00:00,,"8",,,44.1664233,7.3948933,"1725",,vrai
3805,1kmL93E1051N6350,E1051N6350,"22799","14",2021/12/04 06:00:00,,"4",,,44.1665133,7.3963983,"1545",,vrai
3805,1kmL93E1051N6350,E1051N6350,"22798","14",2021/12/04 00:00:00,,"4",,,44.1664533,7.3965383,"1617",,vrai
3805,1kmL93E1051N6350,E1051N6350,"22797","14",2021/12/03 18:00:00,,"-1",,,44.1657883,7.394975,"1707",,vrai
3805,1kmL93E1051N6350,E1051N6350,"22704","13",2021/12/01 12:00:00,,"10",,,44.168815,7.403845,"1548",,vrai
3805,1kmL93E1051N6350,E1051N6350,"22583","13",2021/11/30 00:00:00,,"4",,,44.1623917,7.403455,"1631",,vrai
3805,1kmL93E1051N6350,E1051N6350,"11204","6",2021/06/06 06:00:00,,"14",,,44.162095,7.4023017,"1519",,vrai
3805,1kmL93E1051N6350,E1051N6350,"1673","18",2021/05/18 18:00:00,,"10",,,44.1672583,7.403885,"1570",,vrai
3805,1kmL93E1051N6350,E1051N6350,"1671","18",2021/05/18 12:00:00,,"16",,,44.1680933,7.403505,"1575",,vrai
3805,1kmL93E1051N6350,E1051N6350,"1670","18",2021/05/18 09:00:00,,"11",,,44.1695217,7.4035,"1621",,vrai
3805,1kmL93E1051N6350,E1051N6350,"326","10",2021/05/15 15:00:00,,"15",,,44.1685983,7.4038317,"1552",,vrai
3806,1kmL93E1052N6309,E1052N6309,,,,,,,,,,,,
3807,1kmL93E1052N6310,E1052N6310,,,,,,,,,,,,
3808,1kmL93E1052N6311,E1052N6311,,,,,,,,,,,,
3809,1kmL93E1052N6312,E1052N6312,,,,,,,,,,,,
3810,1kmL93E1052N6313,E1052N6313,,,,,,,,,,,,
3811,1kmL93E1052N6314,E1052N6314,,,,,,,,,,,,
3812,1kmL93E1052N6315,E1052N6315,,,,,,,,,,,,
3813,1kmL93E1052N6316,E1052N6316,,,,,,,,,,,,
3814,1kmL93E1052N6317,E1052N6317,,,,,,,,,,,,
3815,1kmL93E1052N6318,E1052N6318,,,,,,,,,,,,
3816,1kmL93E1052N6319,E1052N6319,,,,,,,,,,,,
3817,1kmL93E1052N6320,E1052N6320,,,,,,,,,,,,
3818,1kmL93E1052N6321,E1052N6321,,,,,,,,,,,,
3819,1kmL93E1052N6322,E1052N6322,,,,,,,,,,,,
3820,1kmL93E1052N6323,E1052N6323,,,,,,,,,,,,
3821,1kmL93E1052N6324,E1052N6324,,,,,,,,,,,,
3822,1kmL93E1052N6325,E1052N6325,,,,,,,,,,,,
3823,1kmL93E1052N6326,E1052N6326,,,,,,,,,,,,
3824,1kmL93E1052N6327,E1052N6327,,,,,,,,,,,,
3825,1kmL93E1052N6328,E1052N6328,,,,,,,,,,,,
3826,1kmL93E1052N6329,E1052N6329,,,,,,,,,,,,
3827,1kmL93E1052N6330,E1052N6330,,,,,,,,,,,,
3828,1kmL93E1052N6331,E1052N6331,,,,,,,,,,,,
3829,1kmL93E1052N6332,E1052N6332,,,,,,,,,,,,
3830,1kmL93E1052N6333,E1052N6333,,,,,,,,,,,,
3831,1kmL93E1052N6334,E1052N6334,,,,,,,,,,,,
3832,1kmL93E1052N6335,E1052N6335,,,,,,,,,,,,
3833,1kmL93E1052N6336,E1052N6336,,,,,,,,,,,,
3834,1kmL93E1052N6337,E1052N6337,"11239","8",2021/06/07 12:00:00,,"16",,,44.051515,7.40043,"2196",,vrai
3835,1kmL93E1052N6338,E1052N6338,"35592","5",2022/05/10 15:00:00,,"15",,,44.0611117,7.3961133,"1830",,vrai
3835,1kmL93E1052N6338,E1052N6338,"1564","3",2021/05/01 18:00:00,,"2",,,44.0611183,7.3961383,"1765",,vrai
3836,1kmL93E1052N6339,E1052N6339,"35989","5",2022/06/11 00:00:00,,"20",,,44.0688667,7.403475,"1829",,vrai
3836,1kmL93E1052N6339,E1052N6339,"35988","5",2022/06/10 18:00:00,,"17",,,44.06888,7.4044283,"1837",,vrai
3836,1kmL93E1052N6339,E1052N6339,"35987","5",2022/06/10 12:00:00,,"22",,,44.061845,7.3966217,"-1",,vrai
3836,1kmL93E1052N6339,E1052N6339,"34572","5",2022/06/10 06:00:00,,"16",,,44.0675367,7.4019717,"1997",,vrai
3836,1kmL93E1052N6339,E1052N6339,"35785","3",2022/05/21 06:00:00,,"17",,,44.06769,7.4032683,"1896",,vrai
3836,1kmL93E1052N6339,E1052N6339,"13973","3",2021/07/04 18:00:00,,"16",,,44.069075,7.4057867,"1911",,vrai
3836,1kmL93E1052N6339,E1052N6339,"11171","13",2021/06/06 00:00:00,,"18",,,44.0649233,7.3965133,"1639",,vrai
3836,1kmL93E1052N6339,E1052N6339,"168","8",2021/05/06 15:00:00,,"14",,,44.0691517,7.4066867,"1934",,vrai
3836,1kmL93E1052N6339,E1052N6339,"167","8",2021/05/06 12:00:00,,"16",,,44.0683633,7.4076817,"2011",,vrai
3836,1kmL93E1052N6339,E1052N6339,"1569","3",2021/05/02 09:00:00,,"6",,,44.070335,7.4031933,"1773",,vrai
3836,1kmL93E1052N6339,E1052N6339,"1567","3",2021/05/02 03:00:00,,"4",,,44.061885,7.3958583,"1826",,vrai
3836,1kmL93E1052N6339,E1052N6339,"631","7",2021/05/02 00:00:00,,"3",,,44.0698367,7.4051017,"3784",,vrai
3836,1kmL93E1052N6339,E1052N6339,"1566","3",2021/05/02 00:00:00,,"4",,,44.06182,7.3960783,"1773",,vrai
3836,1kmL93E1052N6339,E1052N6339,"1565","3",2021/05/01 21:00:00,,"5",,,44.0619267,7.3959533,"1825",,vrai
3836,1kmL93E1052N6339,E1052N6339,"951","3",2021/05/01 06:00:00,,"5",,,44.067685,7.4030767,"1853",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44510","8",2022/12/12 12:00:00,,"7",,,44.0772367,7.3975217,"1874",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44509","8",2022/12/12 06:00:00,,"-2",,,44.0773267,7.398225,"1873",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44508","8",2022/12/12 00:00:00,,"1",,,44.077295,7.3981517,"1899",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44507","8",2022/12/11 18:00:00,,"-4",,,44.0774033,7.3980033,"1925",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44505","8",2022/12/11 00:00:00,,"2",,,44.077115,7.398285,"1905",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44504","8",2022/12/10 18:00:00,,"3",,,44.07728,7.3982183,"1878",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44481","8",2022/12/10 12:00:00,,"10",,,44.0776283,7.3974017,"1960",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44479","8",2022/12/09 18:00:00,,"1",,,44.0788217,7.3972333,"2052",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44478","8",2022/12/09 12:00:00,,"5",,,44.0772267,7.3978333,"1860",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44477","8",2022/12/09 06:00:00,,"3",,,44.0774933,7.3976433,"1834",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44476","8",2022/12/08 18:00:00,,"1",,,44.07725,7.3980967,"1883",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44475","8",2022/12/08 12:00:00,,"9",,,44.0786283,7.399245,"1875",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44438","5",2022/12/08 12:00:00,,"11",,,44.0772517,7.39705,"1939",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44474","8",2022/12/08 06:00:00,,"3",,,44.0790833,7.39882,"1904",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44473","8",2022/12/08 00:00:00,,"3",,,44.0788883,7.3988633,"1947",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44472","8",2022/12/07 18:00:00,,"3",,,44.0783033,7.4002367,"1965",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44416","8",2022/12/07 12:00:00,,"12",,,44.0791783,7.3989717,"1918",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44437","5",2022/12/07 12:00:00,,"11",,,44.0785533,7.397555,"2021",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44415","8",2022/12/07 06:00:00,,"4",,,44.0791717,7.3985767,"1883",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44414","8",2022/12/07 00:03:00,,"2",,,44.0789083,7.3988067,"1947",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44436","5",2022/12/06 12:00:00,,"12",,,44.0785583,7.3984883,"2038",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44435","5",2022/12/05 12:00:00,,"8",,,44.0776667,7.397375,"1858",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44410","5",2022/11/29 12:00:00,,"2",,,44.0793933,7.397425,"1979",,vrai
3837,1kmL93E1052N6340,E1052N6340,"44238","17",2022/11/19 12:00:00,,"4",,,44.079595,7.3977033,"1991",,vrai
3837,1kmL93E1052N6340,E1052N6340,"37702","9",2022/07/07 00:00:00,,"19",,,44.078555,7.3984267,"2017",,vrai
3837,1kmL93E1052N6340,E1052N6340,"37530","9",2022/07/06 18:00:00,,"18",,,44.0761217,7.3983067,"1859",,vrai
3837,1kmL93E1052N6340,E1052N6340,"36705","5",2022/06/22 18:00:00,,"17",,,44.0736583,7.3975617,"1821",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34571","5",2022/06/10 00:00:00,,"15",,,44.07334,7.4026717,"1806",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34570","5",2022/06/09 18:00:00,,"16",,,44.0715233,7.40392,"1881",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34569","5",2022/06/09 12:00:00,,"19",,,44.0714583,7.4038183,"1848",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34568","5",2022/06/08 12:00:00,,"19",,,44.07166,7.403865,"1850",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34567","5",2022/06/08 06:00:00,,"21",,,44.0715267,7.4035367,"1832",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34566","5",2022/06/08 00:00:00,,"21",,,44.0714483,7.40397,"1873",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34565","5",2022/06/07 18:00:00,,"19",,,44.07322,7.403965,"1867",,vrai
3837,1kmL93E1052N6340,E1052N6340,"35845","9",2022/05/28 06:00:00,,"18",,,44.077615,7.3991617,"1825",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33819","5",2022/05/20 18:00:00,,"19",,,44.0785767,7.4011167,"1774",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33815","5",2022/05/19 18:00:00,,"17",,,44.0791233,7.4074167,"1892",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33814","5",2022/05/19 12:00:00,,"24",,,44.0770767,7.4003817,"1742",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33813","5",2022/05/19 06:00:00,,"18",,,44.0755767,7.39895,"1784",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33812","5",2022/05/19 00:00:00,,"21",,,44.0745117,7.397635,"1937",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33811","5",2022/05/18 18:00:00,,"16",,,44.073515,7.397445,"1834",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33475","5",2022/05/18 06:00:00,,"18",,,44.074225,7.397155,"1892",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33535","6",2022/05/17 12:00:00,,"21",,,44.0770217,7.39722,"1938",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33724","6",2022/05/16 12:00:00,,"20",,,44.0765017,7.3970367,"1897",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33493","6",2022/05/16 12:00:00,,"20",,,44.0765017,7.3970367,"1897",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33722","6",2022/05/16 00:00:00,,"13",,,44.0769517,7.396985,"1907",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33491","6",2022/05/16 00:00:00,,"13",,,44.0769517,7.396985,"1907",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33721","6",2022/05/15 18:00:00,,"14",,,44.076725,7.3978733,"1844",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33490","6",2022/05/15 18:00:00,,"14",,,44.076725,7.3978733,"1844",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33489","6",2022/05/15 06:00:00,,"18",,,44.074005,7.3977583,"1834",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33720","6",2022/05/15 06:00:00,,"18",,,44.074005,7.3977583,"1834",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33719","6",2022/05/15 00:00:00,,"16",,,44.0740633,7.3978267,"1830",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33488","6",2022/05/15 00:00:00,,"16",,,44.0740633,7.3978267,"1830",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33718","6",2022/05/14 18:00:00,,"15",,,44.07312,7.3973233,"1815",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33487","6",2022/05/14 18:00:00,,"15",,,44.07312,7.3973233,"1815",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34042","9",2022/05/12 18:00:00,,"13",,,44.0749883,7.397825,"1843",,vrai
3837,1kmL93E1052N6340,E1052N6340,"35503","5",2022/05/12 18:00:00,,"14",,,44.0749067,7.3977317,"1847",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33776","5",2022/05/12 15:00:00,,"15",,,44.07886,7.3998367,"1803",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33775","5",2022/05/12 12:00:00,,"23",,,44.0794083,7.39967,"1851",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33774","5",2022/05/12 09:00:00,,"21",,,44.0794683,7.399755,"1838",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34038","9",2022/05/12 06:00:00,,"12",,,44.0747033,7.3980283,"2222",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33773","5",2022/05/12 00:00:00,,"18",,,44.0740417,7.3978683,"1833",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33772","5",2022/05/11 21:00:00,,"19",,,44.0742567,7.397625,"1827",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33771","5",2022/05/11 18:00:00,,"14",,,44.0746067,7.39794,"1829",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33770","5",2022/05/11 15:00:00,,"16",,,44.076045,7.398755,"1798",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34033","9",2022/05/11 09:00:00,,"20",,,44.0757983,7.3983367,"2219",,vrai
3837,1kmL93E1052N6340,E1052N6340,"35597","5",2022/05/11 06:00:00,,"13",,,44.07867,7.4079383,"1972",,vrai
3837,1kmL93E1052N6340,E1052N6340,"35596","5",2022/05/11 03:00:00,,"15",,,44.0717883,7.4036283,"1837",,vrai
3837,1kmL93E1052N6340,E1052N6340,"35595","5",2022/05/11 00:00:00,,"15",,,44.0718017,7.4035783,"1831",,vrai
3837,1kmL93E1052N6340,E1052N6340,"35594","5",2022/05/10 21:00:00,,"15",,,44.071675,7.4035833,"1830",,vrai
3837,1kmL93E1052N6340,E1052N6340,"35593","5",2022/05/10 18:00:00,,"13",,,44.071805,7.4033117,"1791",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33328","9",2022/05/10 15:00:00,,"15",,,44.0754317,7.400285,"1847",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33327","9",2022/05/10 12:00:00,,"20",,,44.0784467,7.4020333,"1706",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33326","9",2022/05/10 09:00:00,,"20",,,44.07715,7.398755,"1660",,vrai
3837,1kmL93E1052N6340,E1052N6340,"35590","5",2022/05/10 09:00:00,,"13",,,44.0733933,7.4021267,"1799",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33325","9",2022/05/10 06:00:00,,"10",,,44.0740383,7.3978483,"1836",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33324","5",2022/05/10 06:00:00,,"11",,,44.073745,7.4022233,"1762",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33323","5",2022/05/10 03:00:00,,"13",,,44.07247,7.4043283,"1915",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33322","5",2022/05/10 00:00:00,,"10",,,44.07219,7.4043233,"1914",,vrai
3837,1kmL93E1052N6340,E1052N6340,"35431","8",2022/05/10 00:00:00,,"11",,,44.07737,7.39785,"1925",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33321","5",2022/05/09 21:00:00,,"14",,,44.072425,7.4042667,"1921",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33909","9",2022/05/09 18:00:00,,"10",,,44.0745617,7.39748,"1831",,vrai
3837,1kmL93E1052N6340,E1052N6340,"35430","8",2022/05/09 18:00:00,,"9",,,44.0772767,7.3979317,"1920",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33320","5",2022/05/09 18:00:00,,"12",,,44.0728717,7.4029517,"1840",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33908","9",2022/05/09 12:00:00,,"14",,,44.075255,7.3971983,"1891",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34109","5",2022/05/08 18:00:00,,"10",,,44.0736333,7.3976233,"1856",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34108","5",2022/05/08 15:00:00,,"13",,,44.0728117,7.3974183,"1790",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34810","9",2022/05/08 06:00:00,,"8",,,44.079705,7.3979533,"2008",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34785","9",2022/05/08 06:00:00,,"8",,,44.079705,7.3979533,"2008",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34809","9",2022/05/07 21:00:00,,"12",,,44.0794983,7.3985717,"1977",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34784","9",2022/05/07 21:00:00,,"12",,,44.0794983,7.3985717,"1977",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34625","9",2022/05/07 18:00:00,,"10",,,44.079155,7.3995333,"1865",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33305","8",2022/05/07 18:00:00,,"9",,,44.0787083,7.3989333,"2038",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33304","8",2022/05/07 12:00:00,,"13",,,44.0788167,7.4017433,"1732",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34624","9",2022/05/07 12:00:00,,"11",,,44.0793567,7.3995433,"1872",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33968","1",2022/05/07 12:00:00,,"14",,,44.0761633,7.3992583,"1782",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33967","1",2022/05/07 09:00:00,,"11",,,44.0763333,7.3982917,"1822",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34536","1",2022/05/07 06:00:00,,"9",,,44.0757533,7.39726,"1903",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34622","9",2022/05/07 06:00:00,,"7",,,44.0795667,7.3977833,"2018",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33303","8",2022/05/07 06:00:00,,"7",,,44.0771567,7.3987933,"1866",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34621","9",2022/05/07 03:00:00,,"11",,,44.0794833,7.397865,"2009",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34535","1",2022/05/07 00:00:00,,"11",,,44.0776167,7.4053783,"-1",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33302","8",2022/05/07 00:00:00,,"10",,,44.072325,7.4053567,"2517",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33301","8",2022/05/06 18:00:00,,"7",,,44.07908,7.3993717,"1870",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34533","1",2022/05/06 18:00:00,,"9",,,44.07835,7.39932,"1812",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33243","5",2022/05/06 15:00:00,,"9",,,44.07223,7.3969083,"1985",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33225","9",2022/05/06 15:00:00,,"9",,,44.0777983,7.4008233,"1743",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34532","1",2022/05/06 15:00:00,,"12",,,44.0778583,7.4006667,"1740",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34531","1",2022/05/06 12:00:00,,"12",,,44.07624,7.3969133,"1920",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33224","9",2022/05/06 12:00:00,,"9",,,44.07621,7.39697,"1905",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33223","9",2022/05/06 09:00:00,,"11",,,44.075535,7.3971667,"1843",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34529","1",2022/05/06 06:00:00,,"7",,,44.0774,7.39726,"1930",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34528","1",2022/05/06 00:00:00,,"6",,,44.078195,7.3970767,"1796",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34527","1",2022/05/05 21:00:00,,"9",,,44.0787717,7.3979683,"1968",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34898","1",2022/05/05 18:00:00,,"7",,,44.07927,7.397645,"1949",,vrai
3837,1kmL93E1052N6340,E1052N6340,"33297","8",2022/05/05 18:00:00,,"4",,,44.0785,7.397945,"1971",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34897","1",2022/05/05 15:00:00,,"12",,,44.0768433,7.3980567,"1847",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34896","1",2022/05/05 12:00:00,,"10",,,44.0768217,7.3994517,"1870",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34893","1",2022/05/05 03:00:00,,"12",,,44.0787967,7.398285,"2016",,vrai
3837,1kmL93E1052N6340,E1052N6340,"34892","1",2022/05/05 00:00:00,,"13",,,44.078825,7.39832,"2010",,vrai
