id,cd_sig,code_10km,id_gps_data,id_device,gps_date,ttf,temperature,sat_number,hdop,latitude,longitude,altitude,dimension,accurate
3009,1kmL93E1030N6356,E1030N6356,"12340","14",2021/06/24 06:00:00,,"6",,,44.2303733,7.140715,"2541",,vrai
3009,1kmL93E1030N6356,E1030N6356,"12339","14",2021/06/24 00:00:00,,"12",,,44.2288967,7.1409567,"2534",,vrai
3009,1kmL93E1030N6356,E1030N6356,"12216","14",2021/06/23 18:00:00,,"15",,,44.2271583,7.1404883,"2410",,vrai
3009,1kmL93E1030N6356,E1030N6356,"12215","14",2021/06/23 12:00:00,,"14",,,44.22723,7.1416,"2460",,vrai
3009,1kmL93E1030N6356,E1030N6356,"12214","14",2021/06/23 06:00:00,,"16",,,44.228155,7.1429367,"2564",,vrai
3009,1kmL93E1030N6356,E1030N6356,"12213","14",2021/06/23 00:00:00,,"10",,,44.22573,7.1390967,"2429",,vrai
3009,1kmL93E1030N6356,E1030N6356,"11635","14",2021/06/14 00:00:00,,"16",,,44.2276,7.14254,"2509",,vrai
3009,1kmL93E1030N6356,E1030N6356,"11634","14",2021/06/13 18:00:00,,"18",,,44.226935,7.1416933,"2456",,vrai
3009,1kmL93E1030N6356,E1030N6356,"11538","14",2021/06/13 12:00:00,,"24",,,44.22926,7.14052,"2610",,vrai
3009,1kmL93E1030N6356,E1030N6356,"11537","14",2021/06/13 06:00:00,,"13",,,44.2299283,7.1352783,"2320",,vrai
3010,1kmL93E1030N6357,E1030N6357,"13777","14",2021/07/18 12:00:00,,"19",,,44.2350483,7.1378433,"2474",,vrai
3010,1kmL93E1030N6357,E1030N6357,"13776","14",2021/07/18 06:00:00,,"11",,,44.2375433,7.137925,"2530",,vrai
3010,1kmL93E1030N6357,E1030N6357,"13775","14",2021/07/18 00:00:00,,"17",,,44.2382917,7.1353233,"2463",,vrai
3010,1kmL93E1030N6357,E1030N6357,"13774","14",2021/07/17 18:00:00,,"18",,,44.2379767,7.1349583,"2401",,vrai
3010,1kmL93E1030N6357,E1030N6357,"13773","14",2021/07/17 12:00:00,,"23",,,44.2375467,7.1358517,"2433",,vrai
3010,1kmL93E1030N6357,E1030N6357,"13772","14",2021/07/17 06:00:00,,"9",,,44.237505,7.135835,"2442",,vrai
3010,1kmL93E1030N6357,E1030N6357,"13273","14",2021/07/09 00:00:00,,"16",,,44.2382767,7.1398483,"2498",,vrai
3010,1kmL93E1030N6357,E1030N6357,"13272","14",2021/07/08 18:00:00,,"10",,,44.238355,7.1398717,"2494",,vrai
3010,1kmL93E1030N6357,E1030N6357,"12569","14",2021/06/28 18:00:00,,"14",,,44.23493,7.1423617,"2665",,vrai
3010,1kmL93E1030N6357,E1030N6357,"11534","14",2021/06/12 12:00:00,,"17",,,44.2388533,7.1340283,"2478",,vrai
3011,1kmL93E1030N6358,E1030N6358,"11533","14",2021/06/12 06:00:00,,"12",,,44.2506367,7.1437567,"2172",,vrai
3011,1kmL93E1030N6358,E1030N6358,"11532","14",2021/06/12 00:00:00,,"11",,,44.2515483,7.1431083,"2151",,vrai
3011,1kmL93E1030N6358,E1030N6358,"11531","14",2021/06/11 18:00:00,,"13",,,44.2510933,7.14358,"2182",,vrai
3011,1kmL93E1030N6358,E1030N6358,"11413","14",2021/06/10 18:00:00,,"13",,,44.2504133,7.14466,"2220",,vrai
3011,1kmL93E1030N6358,E1030N6358,"11412","14",2021/06/10 12:00:00,,"17",,,44.2508933,7.1429717,"2123",,vrai
3012,1kmL93E1030N6359,E1030N6359,"11414","14",2021/06/11 00:00:00,,"17",,,44.2521433,7.1444167,"2242",,vrai
3013,1kmL93E1030N6360,E1030N6360,"11416","14",2021/06/11 12:00:00,,"18",,,44.2633833,7.1435067,"2278",,vrai
3014,1kmL93E1031N6327,E1031N6327,,,,,,,,,,,,
3015,1kmL93E1031N6328,E1031N6328,,,,,,,,,,,,
3016,1kmL93E1031N6329,E1031N6329,,,,,,,,,,,,
3017,1kmL93E1031N6330,E1031N6330,,,,,,,,,,,,
3018,1kmL93E1031N6331,E1031N6331,,,,,,,,,,,,
3019,1kmL93E1031N6332,E1031N6332,,,,,,,,,,,,
3020,1kmL93E1031N6333,E1031N6333,,,,,,,,,,,,
3021,1kmL93E1031N6334,E1031N6334,,,,,,,,,,,,
3022,1kmL93E1031N6335,E1031N6335,,,,,,,,,,,,
3023,1kmL93E1031N6336,E1031N6336,,,,,,,,,,,,
3024,1kmL93E1031N6337,E1031N6337,,,,,,,,,,,,
3025,1kmL93E1031N6338,E1031N6338,,,,,,,,,,,,
3026,1kmL93E1031N6339,E1031N6339,,,,,,,,,,,,
3027,1kmL93E1031N6340,E1031N6340,,,,,,,,,,,,
3028,1kmL93E1031N6341,E1031N6341,,,,,,,,,,,,
3029,1kmL93E1031N6342,E1031N6342,,,,,,,,,,,,
3030,1kmL93E1031N6343,E1031N6343,,,,,,,,,,,,
3031,1kmL93E1031N6344,E1031N6344,,,,,,,,,,,,
3032,1kmL93E1031N6345,E1031N6345,,,,,,,,,,,,
3033,1kmL93E1031N6346,E1031N6346,,,,,,,,,,,,
3034,1kmL93E1031N6347,E1031N6347,,,,,,,,,,,,
3035,1kmL93E1031N6348,E1031N6348,,,,,,,,,,,,
3036,1kmL93E1031N6349,E1031N6349,,,,,,,,,,,,
3037,1kmL93E1031N6350,E1031N6350,,,,,,,,,,,,
3038,1kmL93E1031N6351,E1031N6351,,,,,,,,,,,,
3039,1kmL93E1031N6352,E1031N6352,,,,,,,,,,,,
3040,1kmL93E1031N6353,E1031N6353,,,,,,,,,,,,
3041,1kmL93E1031N6354,E1031N6354,"11941","14",2021/06/19 00:00:00,,"17",,,44.211145,7.1550117,"2564",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13884","14",2021/07/19 06:00:00,,"12",,,44.2213683,7.152655,"2469",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13647","14",2021/07/16 06:00:00,,"11",,,44.2208917,7.1479183,"2538",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13645","14",2021/07/15 12:00:00,,"25",,,44.2221183,7.1512683,"2564",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13644","14",2021/07/15 06:00:00,,"8",,,44.2214967,7.1489983,"2546",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13643","14",2021/07/15 00:00:00,,"16",,,44.2219233,7.1517217,"2529",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13642","14",2021/07/14 18:00:00,,"11",,,44.2206783,7.1538667,"2515",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13641","14",2021/07/14 12:00:00,,"15",,,44.22242,7.15316,"2382",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13510","14",2021/07/14 00:00:00,,"11",,,44.22377,7.1502,"2583",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13509","14",2021/07/13 18:00:00,,"12",,,44.2213117,7.1573017,"2441",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13508","14",2021/07/13 12:00:00,,"20",,,44.2209883,7.15264,"2486",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13507","14",2021/07/13 06:00:00,,"12",,,44.2228917,7.1509383,"2502",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13506","14",2021/07/13 00:00:00,,"16",,,44.2233167,7.1501733,"2612",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13505","14",2021/07/12 18:00:00,,"13",,,44.22277,7.1509483,"2591",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13504","14",2021/07/12 12:00:00,,"20",,,44.221645,7.1467917,"2643",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13503","14",2021/07/12 06:00:00,,"15",,,44.2209067,7.1484383,"2527",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13378","14",2021/07/12 00:00:00,,"18",,,44.2177683,7.1547383,"2652",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13377","14",2021/07/11 18:00:00,,"19",,,44.2195583,7.1549133,"2616",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13376","14",2021/07/11 12:00:00,,"18",,,44.21741,7.1520767,"2524",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13375","14",2021/07/11 06:00:00,,"10",,,44.2185967,7.1528367,"2528",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13374","14",2021/07/11 00:00:00,,"10",,,44.2183217,7.15531,"2662",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13373","14",2021/07/10 18:00:00,,"13",,,44.2224583,7.15143,"2556",,vrai
3042,1kmL93E1031N6355,E1031N6355,"13372","14",2021/07/10 12:00:00,,"25",,,44.2242917,7.1471617,"2716",,vrai
3042,1kmL93E1031N6355,E1031N6355,"12932","14",2021/07/03 12:00:00,,"22",,,44.2239033,7.1479167,"2719",,vrai
3042,1kmL93E1031N6355,E1031N6355,"12715","14",2021/07/01 06:00:00,,"15",,,44.2241117,7.1481483,"2738",,vrai
3042,1kmL93E1031N6355,E1031N6355,"12211","14",2021/06/22 12:00:00,,"19",,,44.2191567,7.1457633,"2507",,vrai
3042,1kmL93E1031N6355,E1031N6355,"12210","14",2021/06/22 06:00:00,,"10",,,44.2212467,7.1521717,"2495",,vrai
3042,1kmL93E1031N6355,E1031N6355,"12209","14",2021/06/22 00:00:00,,"11",,,44.2226767,7.151355,"2525",,vrai
3042,1kmL93E1031N6355,E1031N6355,"12059","14",2021/06/20 18:00:00,,"12",,,44.216905,7.1466167,"2377",,vrai
3042,1kmL93E1031N6355,E1031N6355,"12058","14",2021/06/20 06:00:00,,"14",,,44.217365,7.1520283,"2485",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11944","14",2021/06/19 18:00:00,,"15",,,44.2207683,7.1488083,"2493",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11940","14",2021/06/18 18:00:00,,"15",,,44.2180933,7.1492233,"2414",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11939","14",2021/06/18 12:00:00,,"24",,,44.21909,7.145675,"2518",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11938","14",2021/06/18 06:00:00,,"14",,,44.2213583,7.1501717,"2529",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11937","14",2021/06/18 00:00:00,,"15",,,44.2234583,7.1508283,"2522",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11798","14",2021/06/17 18:00:00,,"12",,,44.222705,7.1503533,"2609",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11797","14",2021/06/17 12:00:00,,"24",,,44.2219933,7.1509333,"2561",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11796","14",2021/06/17 06:00:00,,"16",,,44.2220583,7.15267,"2468",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11795","14",2021/06/17 00:00:00,,"17",,,44.22374,7.1502933,"2570",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11794","14",2021/06/16 18:00:00,,"13",,,44.22336,7.1515633,"2504",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11793","14",2021/06/16 12:00:00,,"18",,,44.2177817,7.15474,"2652",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11792","14",2021/06/16 06:00:00,,"13",,,44.2176233,7.1530467,"2591",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11791","14",2021/06/16 00:00:00,,"13",,,44.2220783,7.1512967,"2536",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11642","14",2021/06/15 18:00:00,,"13",,,44.2234617,7.1514283,"2490",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11641","14",2021/06/15 12:00:00,,"19",,,44.2221517,7.1456267,"2732",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11640","14",2021/06/15 06:00:00,,"16",,,44.223865,7.1470983,"2726",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11639","14",2021/06/15 00:00:00,,"13",,,44.224005,7.1499533,"2572",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11638","14",2021/06/14 18:00:00,,"15",,,44.2235767,7.1491783,"2666",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11637","14",2021/06/14 12:00:00,,"23",,,44.2239183,7.14936,"2660",,vrai
3042,1kmL93E1031N6355,E1031N6355,"11636","14",2021/06/14 06:00:00,,"13",,,44.2239083,7.1459433,"2637",,vrai
3043,1kmL93E1031N6356,E1031N6356,"13511","14",2021/07/14 06:00:00,,"9",,,44.2250233,7.1509783,"2505",,vrai
3043,1kmL93E1031N6356,E1031N6356,"12063","14",2021/06/21 18:00:00,,"11",,,44.2249,7.1511217,"2495",,vrai
3043,1kmL93E1031N6356,E1031N6356,"11410","14",2021/06/10 00:00:00,,"12",,,44.2284117,7.157875,"2440",,vrai
3043,1kmL93E1031N6356,E1031N6356,"11409","14",2021/06/09 18:00:00,,"11",,,44.2278733,7.1534733,"2479",,vrai
3044,1kmL93E1031N6357,E1031N6357,"11411","14",2021/06/10 06:00:00,,"18",,,44.2418567,7.1499917,"2570",,vrai
3045,1kmL93E1031N6358,E1031N6358,,,,,,,,,,,,
3046,1kmL93E1031N6359,E1031N6359,,,,,,,,,,,,
3047,1kmL93E1031N6360,E1031N6360,,,,,,,,,,,,
3048,1kmL93E1032N6326,E1032N6326,,,,,,,,,,,,
3049,1kmL93E1032N6327,E1032N6327,,,,,,,,,,,,
3050,1kmL93E1032N6328,E1032N6328,,,,,,,,,,,,
3051,1kmL93E1032N6329,E1032N6329,,,,,,,,,,,,
3052,1kmL93E1032N6330,E1032N6330,,,,,,,,,,,,
3053,1kmL93E1032N6331,E1032N6331,,,,,,,,,,,,
3054,1kmL93E1032N6332,E1032N6332,,,,,,,,,,,,
3055,1kmL93E1032N6333,E1032N6333,,,,,,,,,,,,
3056,1kmL93E1032N6334,E1032N6334,,,,,,,,,,,,
3057,1kmL93E1032N6335,E1032N6335,,,,,,,,,,,,
3058,1kmL93E1032N6336,E1032N6336,,,,,,,,,,,,
3059,1kmL93E1032N6337,E1032N6337,,,,,,,,,,,,
3060,1kmL93E1032N6338,E1032N6338,,,,,,,,,,,,
3061,1kmL93E1032N6339,E1032N6339,,,,,,,,,,,,
3062,1kmL93E1032N6340,E1032N6340,,,,,,,,,,,,
3063,1kmL93E1032N6341,E1032N6341,,,,,,,,,,,,
3064,1kmL93E1032N6342,E1032N6342,,,,,,,,,,,,
3065,1kmL93E1032N6343,E1032N6343,,,,,,,,,,,,
3066,1kmL93E1032N6344,E1032N6344,,,,,,,,,,,,
3067,1kmL93E1032N6345,E1032N6345,,,,,,,,,,,,
3068,1kmL93E1032N6346,E1032N6346,,,,,,,,,,,,
3069,1kmL93E1032N6347,E1032N6347,,,,,,,,,,,,
3070,1kmL93E1032N6348,E1032N6348,,,,,,,,,,,,
3071,1kmL93E1032N6349,E1032N6349,,,,,,,,,,,,
3072,1kmL93E1032N6350,E1032N6350,,,,,,,,,,,,
3073,1kmL93E1032N6351,E1032N6351,,,,,,,,,,,,
3074,1kmL93E1032N6352,E1032N6352,"11275","14",2021/06/09 06:00:00,,"6",,,44.1959,7.1652067,"2559",,vrai
3075,1kmL93E1032N6353,E1032N6353,"13844","11",2021/07/19 06:00:00,,"11",,,44.19727,7.1664467,"2624",,vrai
3075,1kmL93E1032N6353,E1032N6353,"13843","11",2021/07/19 00:00:00,,"11",,,44.198005,7.1637683,"2578",,vrai
3075,1kmL93E1032N6353,E1032N6353,"13842","11",2021/07/18 18:00:00,,"15",,,44.1975533,7.1636317,"2579",,vrai
3076,1kmL93E1032N6354,E1032N6354,,,,,,,,,,,,
3077,1kmL93E1032N6355,E1032N6355,"13646","14",2021/07/15 18:00:00,,"11",,,44.222675,7.161765,"2410",,vrai
3077,1kmL93E1032N6355,E1032N6355,"11943","14",2021/06/19 12:00:00,,"22",,,44.2162117,7.1588433,"2528",,vrai
3077,1kmL93E1032N6355,E1032N6355,"11942","14",2021/06/19 06:00:00,,"14",,,44.216335,7.1667883,"2287",,vrai
3078,1kmL93E1032N6356,E1032N6356,,,,,,,,,,,,
3079,1kmL93E1032N6357,E1032N6357,,,,,,,,,,,,
3080,1kmL93E1032N6358,E1032N6358,,,,,,,,,,,,
3081,1kmL93E1032N6359,E1032N6359,,,,,,,,,,,,
3082,1kmL93E1032N6360,E1032N6360,,,,,,,,,,,,
3083,1kmL93E1033N6326,E1033N6326,,,,,,,,,,,,
3084,1kmL93E1033N6327,E1033N6327,,,,,,,,,,,,
3085,1kmL93E1033N6328,E1033N6328,,,,,,,,,,,,
3086,1kmL93E1033N6329,E1033N6329,,,,,,,,,,,,
3087,1kmL93E1033N6330,E1033N6330,,,,,,,,,,,,
3088,1kmL93E1033N6331,E1033N6331,,,,,,,,,,,,
3089,1kmL93E1033N6332,E1033N6332,,,,,,,,,,,,
3090,1kmL93E1033N6333,E1033N6333,,,,,,,,,,,,
3091,1kmL93E1033N6334,E1033N6334,,,,,,,,,,,,
3092,1kmL93E1033N6335,E1033N6335,,,,,,,,,,,,
3093,1kmL93E1033N6336,E1033N6336,,,,,,,,,,,,
3094,1kmL93E1033N6337,E1033N6337,,,,,,,,,,,,
3095,1kmL93E1033N6338,E1033N6338,,,,,,,,,,,,
3096,1kmL93E1033N6339,E1033N6339,,,,,,,,,,,,
3097,1kmL93E1033N6340,E1033N6340,,,,,,,,,,,,
3098,1kmL93E1033N6341,E1033N6341,,,,,,,,,,,,
3099,1kmL93E1033N6342,E1033N6342,,,,,,,,,,,,
3100,1kmL93E1033N6343,E1033N6343,,,,,,,,,,,,
3101,1kmL93E1033N6344,E1033N6344,,,,,,,,,,,,
3102,1kmL93E1033N6345,E1033N6345,,,,,,,,,,,,
3103,1kmL93E1033N6346,E1033N6346,,,,,,,,,,,,
3104,1kmL93E1033N6347,E1033N6347,,,,,,,,,,,,
3105,1kmL93E1033N6348,E1033N6348,,,,,,,,,,,,
3106,1kmL93E1033N6349,E1033N6349,"12411","11",2021/06/26 06:00:00,,"8",,,44.1667617,7.172395,"2227",,vrai
3107,1kmL93E1033N6350,E1033N6350,"12410","11",2021/06/26 00:00:00,,"12",,,44.1744617,7.1764983,"2391",,vrai
3108,1kmL93E1033N6351,E1033N6351,"11273","14",2021/06/08 18:00:00,,"10",,,44.1861417,7.1784133,"2288",,vrai
3109,1kmL93E1033N6352,E1033N6352,"13885","14",2021/07/19 12:00:00,,"16",,,44.1909383,7.17724,"2543",,vrai
3110,1kmL93E1033N6353,E1033N6353,"13841","11",2021/07/18 12:00:00,,"14",,,44.2019767,7.169355,"2662",,vrai
3111,1kmL93E1033N6354,E1033N6354,"11276","14",2021/06/09 12:00:00,,"7",,,44.2108967,7.1722333,"2466",,vrai
3112,1kmL93E1033N6355,E1033N6355,,,,,,,,,,,,
3113,1kmL93E1033N6356,E1033N6356,,,,,,,,,,,,
3114,1kmL93E1033N6357,E1033N6357,,,,,,,,,,,,
3115,1kmL93E1033N6358,E1033N6358,,,,,,,,,,,,
3116,1kmL93E1033N6359,E1033N6359,,,,,,,,,,,,
3117,1kmL93E1033N6360,E1033N6360,,,,,,,,,,,,
3118,1kmL93E1034N6326,E1034N6326,,,,,,,,,,,,
3119,1kmL93E1034N6327,E1034N6327,,,,,,,,,,,,
3120,1kmL93E1034N6328,E1034N6328,,,,,,,,,,,,
3121,1kmL93E1034N6329,E1034N6329,,,,,,,,,,,,
3122,1kmL93E1034N6330,E1034N6330,,,,,,,,,,,,
3123,1kmL93E1034N6331,E1034N6331,,,,,,,,,,,,
3124,1kmL93E1034N6332,E1034N6332,,,,,,,,,,,,
3125,1kmL93E1034N6333,E1034N6333,,,,,,,,,,,,
3126,1kmL93E1034N6334,E1034N6334,,,,,,,,,,,,
3127,1kmL93E1034N6335,E1034N6335,,,,,,,,,,,,
3128,1kmL93E1034N6336,E1034N6336,,,,,,,,,,,,
3129,1kmL93E1034N6337,E1034N6337,,,,,,,,,,,,
3130,1kmL93E1034N6338,E1034N6338,,,,,,,,,,,,
3131,1kmL93E1034N6339,E1034N6339,,,,,,,,,,,,
3132,1kmL93E1034N6340,E1034N6340,,,,,,,,,,,,
3133,1kmL93E1034N6341,E1034N6341,,,,,,,,,,,,
3134,1kmL93E1034N6342,E1034N6342,,,,,,,,,,,,
3135,1kmL93E1034N6343,E1034N6343,,,,,,,,,,,,
3136,1kmL93E1034N6344,E1034N6344,,,,,,,,,,,,
3137,1kmL93E1034N6345,E1034N6345,,,,,,,,,,,,
3138,1kmL93E1034N6346,E1034N6346,,,,,,,,,,,,
3139,1kmL93E1034N6347,E1034N6347,,,,,,,,,,,,
3140,1kmL93E1034N6348,E1034N6348,,,,,,,,,,,,
3141,1kmL93E1034N6349,E1034N6349,,,,,,,,,,,,
3142,1kmL93E1034N6350,E1034N6350,,,,,,,,,,,,
3143,1kmL93E1034N6351,E1034N6351,"12409","11",2021/06/25 18:00:00,,"12",,,44.1856417,7.1850083,"2418",,vrai
3143,1kmL93E1034N6351,E1034N6351,"11274","14",2021/06/09 00:00:00,,"13",,,44.1855567,7.181195,"2401",,vrai
3143,1kmL93E1034N6351,E1034N6351,"11272","14",2021/06/08 12:00:00,,"18",,,44.17881,7.1866883,"2440",,vrai
3144,1kmL93E1034N6352,E1034N6352,,,,,,,,,,,,
3145,1kmL93E1034N6353,E1034N6353,"13845","11",2021/07/19 12:00:00,,"17",,,44.1986117,7.1817933,"2716",,vrai
3145,1kmL93E1034N6353,E1034N6353,"13840","11",2021/07/18 06:00:00,,"16",,,44.197195,7.1901367,"2677",,vrai
3146,1kmL93E1034N6354,E1034N6354,"13981","11",2021/07/20 00:00:00,,"16",,,44.2072517,7.1875967,"2234",,vrai
3147,1kmL93E1034N6355,E1034N6355,,,,,,,,,,,,
3148,1kmL93E1034N6356,E1034N6356,,,,,,,,,,,,
3149,1kmL93E1034N6357,E1034N6357,,,,,,,,,,,,
3150,1kmL93E1034N6358,E1034N6358,,,,,,,,,,,,
3151,1kmL93E1034N6359,E1034N6359,,,,,,,,,,,,
3152,1kmL93E1034N6360,E1034N6360,,,,,,,,,,,,
3153,1kmL93E1035N6326,E1035N6326,,,,,,,,,,,,
3154,1kmL93E1035N6327,E1035N6327,,,,,,,,,,,,
3155,1kmL93E1035N6328,E1035N6328,,,,,,,,,,,,
3156,1kmL93E1035N6329,E1035N6329,,,,,,,,,,,,
3157,1kmL93E1035N6330,E1035N6330,,,,,,,,,,,,
3158,1kmL93E1035N6331,E1035N6331,,,,,,,,,,,,
3159,1kmL93E1035N6332,E1035N6332,,,,,,,,,,,,
3160,1kmL93E1035N6333,E1035N6333,,,,,,,,,,,,
3161,1kmL93E1035N6334,E1035N6334,,,,,,,,,,,,
3162,1kmL93E1035N6335,E1035N6335,,,,,,,,,,,,
3163,1kmL93E1035N6336,E1035N6336,,,,,,,,,,,,
3164,1kmL93E1035N6337,E1035N6337,,,,,,,,,,,,
3165,1kmL93E1035N6338,E1035N6338,,,,,,,,,,,,
3166,1kmL93E1035N6339,E1035N6339,,,,,,,,,,,,
3167,1kmL93E1035N6340,E1035N6340,,,,,,,,,,,,
3168,1kmL93E1035N6341,E1035N6341,,,,,,,,,,,,
3169,1kmL93E1035N6342,E1035N6342,,,,,,,,,,,,
3170,1kmL93E1035N6343,E1035N6343,,,,,,,,,,,,
3171,1kmL93E1035N6344,E1035N6344,,,,,,,,,,,,
3172,1kmL93E1035N6345,E1035N6345,,,,,,,,,,,,
3173,1kmL93E1035N6346,E1035N6346,,,,,,,,,,,,
3174,1kmL93E1035N6347,E1035N6347,,,,,,,,,,,,
3175,1kmL93E1035N6348,E1035N6348,,,,,,,,,,,,
3176,1kmL93E1035N6349,E1035N6349,,,,,,,,,,,,
3177,1kmL93E1035N6350,E1035N6350,,,,,,,,,,,,
3178,1kmL93E1035N6351,E1035N6351,,,,,,,,,,,,
3179,1kmL93E1035N6352,E1035N6352,"12412","11",2021/06/26 12:00:00,,"17",,,44.1885133,7.2018983,"-1",,vrai
3180,1kmL93E1035N6353,E1035N6353,,,,,,,,,,,,
3181,1kmL93E1035N6354,E1035N6354,"14182","11",2021/07/23 00:00:00,,"14",,,44.2122333,7.2023167,"2382",,vrai
3181,1kmL93E1035N6354,E1035N6354,"14178","11",2021/07/22 00:00:00,,"13",,,44.2107167,7.1983317,"2230",,vrai
3181,1kmL93E1035N6354,E1035N6354,"14177","11",2021/07/21 18:00:00,,"16",,,44.2113833,7.1952583,"2178",,vrai
3181,1kmL93E1035N6354,E1035N6354,"13987","11",2021/07/21 12:00:00,,"20",,,44.210035,7.1989083,"2271",,vrai
3181,1kmL93E1035N6354,E1035N6354,"13986","11",2021/07/21 06:00:00,,"14",,,44.20996,7.1986117,"-1",,vrai
3181,1kmL93E1035N6354,E1035N6354,"13985","11",2021/07/21 00:00:00,,"15",,,44.2099433,7.197605,"2267",,vrai
3181,1kmL93E1035N6354,E1035N6354,"13982","11",2021/07/20 06:00:00,,"12",,,44.2127383,7.206585,"2560",,vrai
3182,1kmL93E1035N6355,E1035N6355,"14179","11",2021/07/22 06:00:00,,"9",,,44.215085,7.2069533,"2531",,vrai
3182,1kmL93E1035N6355,E1035N6355,"13984","11",2021/07/20 18:00:00,,"19",,,44.2155667,7.2007183,"2352",,vrai
3182,1kmL93E1035N6355,E1035N6355,"13983","11",2021/07/20 12:00:00,,"19",,,44.2208483,7.2071267,"2594",,vrai
3183,1kmL93E1035N6356,E1035N6356,,,,,,,,,,,,
3184,1kmL93E1035N6357,E1035N6357,,,,,,,,,,,,
3185,1kmL93E1035N6358,E1035N6358,,,,,,,,,,,,
3186,1kmL93E1035N6359,E1035N6359,,,,,,,,,,,,
3187,1kmL93E1035N6360,E1035N6360,,,,,,,,,,,,
3188,1kmL93E1036N6324,E1036N6324,,,,,,,,,,,,
3189,1kmL93E1036N6325,E1036N6325,,,,,,,,,,,,
3190,1kmL93E1036N6326,E1036N6326,,,,,,,,,,,,
3191,1kmL93E1036N6327,E1036N6327,,,,,,,,,,,,
3192,1kmL93E1036N6328,E1036N6328,,,,,,,,,,,,
3193,1kmL93E1036N6329,E1036N6329,,,,,,,,,,,,
3194,1kmL93E1036N6330,E1036N6330,,,,,,,,,,,,
3195,1kmL93E1036N6331,E1036N6331,,,,,,,,,,,,
3196,1kmL93E1036N6332,E1036N6332,,,,,,,,,,,,
3197,1kmL93E1036N6333,E1036N6333,,,,,,,,,,,,
3198,1kmL93E1036N6334,E1036N6334,,,,,,,,,,,,
3199,1kmL93E1036N6335,E1036N6335,,,,,,,,,,,,
3200,1kmL93E1036N6336,E1036N6336,,,,,,,,,,,,
3201,1kmL93E1036N6337,E1036N6337,,,,,,,,,,,,
3202,1kmL93E1036N6338,E1036N6338,,,,,,,,,,,,
3203,1kmL93E1036N6339,E1036N6339,,,,,,,,,,,,
3204,1kmL93E1036N6340,E1036N6340,,,,,,,,,,,,
3205,1kmL93E1036N6341,E1036N6341,,,,,,,,,,,,
3206,1kmL93E1036N6342,E1036N6342,,,,,,,,,,,,
3207,1kmL93E1036N6343,E1036N6343,,,,,,,,,,,,
3208,1kmL93E1036N6344,E1036N6344,,,,,,,,,,,,
3209,1kmL93E1036N6345,E1036N6345,,,,,,,,,,,,
3210,1kmL93E1036N6346,E1036N6346,,,,,,,,,,,,
3211,1kmL93E1036N6347,E1036N6347,,,,,,,,,,,,
3212,1kmL93E1036N6348,E1036N6348,,,,,,,,,,,,
3213,1kmL93E1036N6349,E1036N6349,"13886","14",2021/07/19 18:00:00,,"13",,,44.16291,7.2130933,"2391",,vrai
3214,1kmL93E1036N6350,E1036N6350,"11271","14",2021/06/08 06:00:00,,"7",,,44.1706083,7.2059883,"2368",,vrai
3214,1kmL93E1036N6350,E1036N6350,"11270","14",2021/06/08 00:00:00,,"16",,,44.1715267,7.2063633,"2423",,vrai
